,race,lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,gender,parttime,Dropout,pass_bar,tier,gpa
998,0.0,40.0,0.92,69.0,0.35,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
999,0.0,29.0,0.12,69.0,0.44,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1000,0.0,42.0,0.54,57.0,0.6,1.0,3.0,-50.0,0,0.0,0,1.0,4.0,2
1001,0.0,40.0,-0.56,68.0,-0.6,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
1002,1.0,34.0,-0.45,69.0,-0.58,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
1003,0.0,48.0,0.85,63.0,0.53,1.0,3.0,-56.0,0,0.0,0,1.0,4.0,2
1004,0.0,39.5,1.31,68.0,1.05,1.0,3.0,-66.0,1,0.0,0,1.0,5.0,2
1005,1.0,31.0,0.78,68.0,0.89,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,2
1006,0.0,29.5,0.39,69.0,0.68,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
1007,0.0,40.0,-0.83,67.0,-0.75,1.0,3.0,-65.0,1,0.0,0,1.0,4.0,2
1008,1.0,27.0,-0.21,66.0,-0.48,1.0,3.0,-59.0,1,0.0,0,1.0,5.0,2
1009,0.0,34.0,1.14,63.0,1.08,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
1010,1.0,31.0,0.77,69.0,0.27,1.0,1.0,-62.0,1,0.0,0,1.0,3.0,2
1011,0.0,33.0,0.3,67.0,0.34,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,2
1012,0.0,40.0,-0.95,69.0,0.65,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1013,1.0,32.0,-0.83,61.0,-0.42,1.0,4.0,-54.0,0,0.0,0,1.0,6.0,2
1014,0.0,34.5,1.1,69.0,0.39,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
1015,0.0,22.0,-0.97,69.0,-0.75,1.0,4.0,-67.0,0,0.0,0,1.0,4.0,2
1016,0.0,46.0,0.06,64.0,-0.56,1.0,4.0,-57.0,1,0.0,0,1.0,6.0,2
1017,0.0,38.0,-0.43,69.0,-1.08,1.0,2.0,-62.0,1,0.0,0,1.0,5.0,2
1018,0.0,37.0,-0.42,69.0,-0.41,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,2
1019,0.0,46.0,-1.45,70.0,-1.16,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,2
1020,1.0,40.0,1.11,69.0,1.38,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1021,1.0,38.5,1.33,67.0,1.2,1.0,2.0,-60.0,0,0.0,0,1.0,5.0,2
1022,0.0,43.0,0.75,67.0,0.34,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,2
1023,1.0,37.0,-0.96,67.0,-0.71,1.0,3.0,-60.0,1,0.0,0,1.0,5.0,2
1024,0.0,36.0,-1.41,69.0,-0.95,1.0,4.0,-62.0,1,0.0,0,0.0,4.0,2
1025,0.0,33.5,0.91,68.0,0.45,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,2
1026,0.0,41.0,0.12,70.0,0.12,1.0,4.0,-68.0,1,0.0,0,1.0,4.0,2
1027,0.0,39.0,-1.03,42.0,-1.18,1.0,4.0,-36.0,1,0.0,0,1.0,4.0,2
1028,0.0,41.0,-0.04,66.0,-0.21,1.0,3.0,-59.0,0,0.0,0,1.0,5.0,2
1029,0.0,46.0,1.54,69.0,1.17,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1030,0.0,36.0,0.2,69.0,0.04,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
1031,0.0,29.0,0.58,66.0,-0.29,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,2
1032,0.0,32.0,0.53,64.0,2.13,1.0,4.0,-57.0,1,0.0,0,1.0,2.0,2
1033,0.0,30.0,-1.65,54.0,-1.26,1.0,3.0,-47.0,0,0.0,0,1.0,3.0,2
1034,1.0,38.0,0.12,69.0,-0.89,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1035,0.0,40.0,1.27,68.0,1.65,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
1036,0.0,35.0,-0.13,52.0,0.04,2.0,2.0,-45.0,1,1.0,0,1.0,3.0,2
1037,0.0,38.0,-1.95,67.0,-1.69,1.0,4.0,-60.0,0,0.0,0,0.0,3.0,2
1038,0.0,31.0,-0.36,60.0,0.27,1.0,4.0,-58.0,0,0.0,0,1.0,2.0,2
1039,1.0,18.0,0.95,68.0,0.98,1.0,1.0,-61.0,1,0.0,0,0.0,1.0,2
1040,0.0,34.0,1.15,69.0,0.89,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
1041,0.0,41.0,0.73,69.0,0.56,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1042,0.0,42.0,-0.54,61.0,1.26,1.0,4.0,-54.0,0,0.0,0,1.0,4.0,2
1044,0.0,38.0,-0.32,68.0,0.11,1.0,5.0,-61.0,1,0.0,0,1.0,5.0,2
1045,0.0,39.0,-0.9,70.0,-0.88,1.0,3.0,-68.0,1,0.0,0,1.0,3.0,2
1046,0.0,40.0,-0.21,55.0,0.1,1.0,4.0,-48.0,0,0.0,0,1.0,3.0,2
1048,0.0,38.0,0.13,67.0,0.58,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,2
1049,0.0,30.5,-0.71,68.0,-0.32,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
1050,0.0,32.0,1.03,69.0,1.06,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1051,0.0,39.0,1.96,49.0,1.85,2.0,3.0,-42.0,1,1.0,0,1.0,3.0,2
1052,0.0,33.0,0.38,46.0,0.34,1.0,4.0,-39.0,1,0.0,0,1.0,4.0,2
1053,0.0,38.0,0.46,52.0,-0.18,2.0,3.0,-45.0,1,1.0,0,1.0,4.0,2
1054,0.0,43.0,-0.41,63.0,0.28,1.0,3.0,-56.0,0,0.0,0,1.0,4.0,2
1055,0.0,41.0,-0.65,62.0,0.13,1.0,3.0,-55.0,0,0.0,0,1.0,5.0,2
1056,1.0,37.0,-0.48,68.0,-0.84,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
1057,0.0,35.0,-0.05,67.0,-0.18,1.0,4.0,-60.0,1,0.0,0,1.0,4.0,2
1058,0.0,40.0,-0.3,65.0,-0.03,1.0,3.0,-58.0,1,0.0,0,1.0,4.0,2
1059,0.0,42.0,2.37,62.0,2.83,1.0,4.0,-55.0,0,0.0,0,1.0,3.0,2
1060,0.0,34.0,0.33,67.0,-0.01,1.0,4.0,-60.0,1,0.0,0,1.0,4.0,2
1061,0.0,41.0,-1.14,64.0,-0.47,2.0,4.0,-57.0,1,1.0,0,1.0,4.0,2
1062,0.0,34.0,-0.44,68.0,-1.22,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1063,0.0,37.0,0.82,61.0,0.42,1.0,3.0,-54.0,1,0.0,0,1.0,3.0,2
1064,0.0,36.0,-0.13,66.0,-0.32,1.0,3.0,-59.0,1,0.0,0,1.0,5.0,2
1065,0.0,40.0,-0.61,68.0,-0.6,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,2
1066,0.0,28.0,-1.18,69.0,-1.42,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1068,0.0,33.0,0.65,67.0,0.26,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,2
1069,0.0,35.0,0.19,69.0,0.15,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
1070,0.0,38.5,0.06,68.0,-0.07,1.0,4.0,-66.0,1,0.0,0,1.0,3.0,2
1071,0.0,33.0,1.29,69.0,1.46,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
1072,1.0,44.0,-0.58,66.0,-0.14,1.0,4.0,-59.0,1,0.0,0,1.0,6.0,2
1073,0.0,45.0,0.9,70.0,0.48,1.0,4.0,-63.0,0,0.0,0,1.0,6.0,2
1074,0.0,46.0,1.53,68.0,0.21,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,2
1075,0.0,34.0,0.48,58.0,0.66,1.0,4.0,-56.0,1,0.0,0,1.0,5.0,2
1076,0.0,33.0,-0.6,69.0,-0.82,1.0,3.0,-62.0,1,0.0,0,1.0,2.0,2
1077,0.0,43.0,1.36,66.0,1.34,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
1079,0.0,33.0,0.34,69.0,-0.31,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
1081,0.0,46.0,-0.06,69.0,0.07,1.0,5.0,-62.0,1,0.0,0,1.0,5.0,2
1082,0.0,32.0,0.92,68.0,0.54,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1083,0.0,37.0,0.1,68.0,-0.18,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
1084,0.0,37.0,-1.49,69.0,-1.25,1.0,5.0,-62.0,0,0.0,0,0.0,3.0,2
1085,0.0,25.0,1.15,69.0,0.93,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1087,1.0,35.0,0.34,69.0,0.27,1.0,5.0,-62.0,0,0.0,0,1.0,5.0,2
1088,0.0,41.0,-0.83,69.0,-0.94,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1089,0.0,42.0,0.3,69.0,0.08,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
1090,0.0,44.0,1.25,61.0,1.16,1.0,4.0,-54.0,0,0.0,0,1.0,5.0,2
1091,0.0,36.0,1.6,66.0,1.32,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,2
1092,0.0,33.0,0.62,69.0,0.34,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
1093,0.0,44.0,0.3,63.0,0.15,1.0,4.0,-56.0,1,0.0,0,1.0,4.0,2
1094,0.0,39.0,-1.21,67.0,-1.72,1.0,4.0,-60.0,0,0.0,0,1.0,6.0,2
1096,0.0,34.0,0.42,69.0,0.5,1.0,4.0,-62.0,1,0.0,0,1.0,2.0,2
1097,0.0,42.0,-0.52,67.0,-0.38,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,2
1098,0.0,35.0,0.9,67.0,1.05,1.0,4.0,-60.0,1,0.0,0,1.0,4.0,2
1099,1.0,42.0,0.88,68.0,0.82,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,2
1100,0.0,34.0,-1.99,41.0,-1.92,1.0,1.0,-39.0,0,0.0,0,1.0,3.0,2
1101,0.0,32.0,0.36,67.0,0.9,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
1102,0.0,38.0,0.2,65.0,0.7,2.0,4.0,-58.0,1,1.0,0,1.0,5.0,2
1103,0.0,36.0,-0.01,69.0,-0.07,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
1105,0.0,36.0,-0.16,68.0,-0.05,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,2
1106,0.0,39.0,0.48,67.0,0.62,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,2
1107,0.0,38.0,1.05,68.0,0.97,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1108,0.0,33.0,0.84,66.0,0.69,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
1109,0.0,34.0,1.54,68.0,1.66,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
1110,0.0,31.3,-0.12,68.0,-0.65,1.0,2.0,-61.0,1,0.0,0,1.0,3.0,2
1111,0.0,33.0,-0.22,63.0,-0.27,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,2
1112,0.0,42.0,2.5,52.0,2.05,2.0,4.0,-45.0,1,1.0,0,1.0,3.0,2
1113,0.0,42.0,1.13,55.0,1.33,1.0,4.0,-48.0,0,0.0,0,1.0,5.0,2
1114,0.0,39.0,0.84,69.0,1.14,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1115,0.0,39.0,0.17,59.0,0.2,1.0,3.0,-52.0,0,0.0,0,1.0,3.0,2
1116,0.0,39.0,0.64,64.0,0.85,1.0,5.0,-57.0,1,0.0,0,1.0,3.0,2
1118,0.0,37.0,0.26,56.0,-0.45,2.0,3.0,-49.0,1,1.0,0,1.0,3.0,2
1119,0.0,45.0,1.31,65.0,1.27,1.0,5.0,-58.0,0,0.0,0,1.0,6.0,2
1121,0.0,37.0,0.78,61.0,0.17,1.0,4.0,-54.0,1,0.0,0,1.0,3.0,2
1122,0.0,35.0,1.36,69.0,1.21,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1123,0.0,46.0,-0.39,68.0,-0.44,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
1124,0.0,38.0,1.48,70.0,1.76,1.0,3.0,-63.0,1,0.0,0,1.0,4.0,2
1125,0.0,27.0,-1.4,67.0,-1.06,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
1126,0.0,35.0,0.75,68.0,0.77,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
1127,0.0,44.0,0.35,66.0,0.28,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
1128,0.0,41.0,-1.86,68.0,-2.02,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
1129,0.0,46.0,0.94,68.0,-0.01,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
1130,0.0,31.5,1.32,65.0,0.72,1.0,3.0,-58.0,1,0.0,0,1.0,5.0,2
1131,0.0,39.0,0.46,66.0,0.72,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
1132,0.0,38.0,-0.79,69.0,-0.52,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1133,0.0,42.0,0.83,66.0,0.72,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,2
1135,0.0,41.0,-2.24,58.0,-1.97,1.0,3.0,-51.0,0,0.0,0,1.0,5.0,2
1136,0.0,28.0,0.44,62.0,0.0,1.0,3.0,-55.0,1,0.0,0,1.0,4.0,2
1137,1.0,32.0,-1.59,67.0,-1.82,1.0,3.0,-60.0,1,0.0,0,1.0,6.0,2
1139,0.0,41.0,1.88,68.0,1.81,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1140,0.0,35.0,0.62,69.0,0.68,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1141,0.0,37.0,-0.1,69.0,0.56,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,2
1142,0.0,29.0,0.53,67.0,0.19,1.0,4.0,-65.0,1,0.0,0,1.0,2.0,2
1143,0.0,33.5,-0.35,69.0,-0.5,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
1144,0.0,39.0,1.21,69.0,1.5,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,2
1145,0.0,40.0,0.15,68.0,0.42,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1146,0.0,36.0,-1.19,69.0,-1.38,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1147,0.0,39.0,2.85,53.0,2.94,1.0,3.0,-46.0,0,0.0,0,1.0,4.0,2
1148,0.0,47.0,0.62,65.0,0.24,1.0,4.0,-58.0,0,0.0,0,1.0,5.0,2
1149,0.0,37.0,0.47,67.0,-0.1,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,2
1150,0.0,47.0,1.63,64.0,1.15,1.0,5.0,-57.0,0,0.0,0,1.0,5.0,2
1151,0.0,34.0,-0.42,69.0,-0.65,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
1152,0.0,36.0,-0.5,66.0,-0.63,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,2
1153,0.0,40.0,-0.41,69.0,-0.33,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,2
1154,0.0,48.0,0.93,58.0,0.57,1.0,3.0,-56.0,1,0.0,0,1.0,6.0,2
1155,0.0,43.0,0.83,69.0,0.66,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
1156,0.0,30.0,-0.71,65.0,-0.74,1.0,3.0,-58.0,0,0.0,0,1.0,2.0,2
1157,0.0,41.0,1.03,58.0,1.05,1.0,3.0,-51.0,0,0.0,0,1.0,3.0,2
1159,0.0,32.5,-0.58,60.0,-0.92,2.0,3.0,-53.0,1,1.0,0,1.0,5.0,2
1160,0.0,45.0,0.15,68.0,-0.58,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
1161,0.0,33.0,0.58,68.0,0.45,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
1162,0.0,41.0,0.97,69.0,1.19,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1163,0.0,33.0,0.32,68.0,0.23,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1164,0.0,40.0,-0.61,60.0,-0.87,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,2
1165,1.0,33.0,0.79,63.0,0.64,1.0,4.0,-56.0,1,0.0,0,1.0,5.0,2
1166,0.0,44.0,-0.67,57.0,-0.69,1.0,4.0,-50.0,0,0.0,0,1.0,6.0,2
1167,0.0,45.0,0.82,64.0,0.69,1.0,4.0,-57.0,1,0.0,0,1.0,5.0,2
1168,0.0,31.0,1.54,68.0,1.69,1.0,3.0,-61.0,0,0.0,0,1.0,2.0,2
1169,0.0,44.0,1.27,69.0,0.83,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
1170,0.0,44.0,1.06,68.0,1.55,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
1171,0.0,35.0,-0.41,59.0,-0.25,1.0,2.0,-52.0,1,0.0,0,1.0,3.0,2
1172,0.0,47.0,0.27,60.0,0.27,1.0,3.0,-53.0,0,0.0,0,1.0,6.0,2
1173,1.0,29.0,0.04,64.0,-0.92,1.0,2.0,-57.0,0,0.0,0,1.0,4.0,2
1174,0.0,37.0,0.49,68.0,0.61,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
1175,0.0,38.0,0.62,54.0,-0.11,1.0,3.0,-47.0,1,0.0,0,1.0,3.0,2
1176,1.0,42.0,0.55,68.0,0.84,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
1177,1.0,44.0,-0.52,68.0,0.68,1.0,3.0,-61.0,1,0.0,0,1.0,5.0,2
1178,0.0,33.0,0.28,69.0,0.32,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1179,0.0,39.0,-0.41,69.0,-1.26,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,2
1180,0.0,37.5,-0.28,69.0,-0.47,1.0,4.0,-67.0,0,0.0,0,1.0,4.0,2
1181,0.0,32.0,1.04,63.0,1.05,1.0,3.0,-56.0,0,0.0,0,1.0,5.0,2
1183,0.0,35.0,0.76,69.0,0.78,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1184,0.0,41.0,-0.47,69.0,-0.54,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
1185,0.0,34.0,1.14,69.0,1.21,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1186,0.0,43.0,0.19,69.0,0.02,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
1187,1.0,33.0,-1.12,69.0,-1.1,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1188,0.0,38.0,0.19,67.0,-0.26,1.0,2.0,-60.0,0,0.0,0,1.0,3.0,2
1189,0.0,31.0,0.6,69.0,1.09,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1190,0.0,38.0,-0.41,69.0,-0.5,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1191,0.0,31.0,-0.29,63.0,-0.48,1.0,4.0,-56.0,1,0.0,0,1.0,4.0,2
1192,0.0,38.0,0.48,68.0,0.43,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,2
1193,0.0,35.0,1.08,69.0,1.12,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
1194,0.0,46.0,0.9,69.0,0.6,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1195,0.0,42.0,-0.42,69.0,0.16,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1196,0.0,34.0,0.17,69.0,0.05,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,2
1198,0.0,47.0,0.39,69.0,-0.05,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1199,0.0,42.0,0.88,69.0,0.6,1.0,2.0,-62.0,0,0.0,0,1.0,4.0,2
1200,0.0,42.0,-0.61,69.0,-0.37,1.0,5.0,-62.0,0,0.0,0,1.0,4.0,2
1201,0.0,42.0,1.63,66.0,1.48,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,2
1202,0.0,40.0,-1.21,58.0,-1.77,1.0,4.0,-51.0,1,0.0,0,1.0,4.0,2
1203,0.0,37.0,1.95,69.0,1.99,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
1204,0.0,36.5,-0.87,69.0,-0.81,1.0,3.0,-67.0,0,0.0,0,1.0,3.0,2
1205,1.0,40.5,-0.47,68.0,-0.26,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
1206,0.0,36.0,0.2,63.0,0.31,1.0,3.0,-56.0,1,0.0,0,1.0,3.0,2
1207,0.0,47.0,0.35,65.0,0.53,1.0,4.0,-58.0,1,0.0,0,1.0,4.0,2
1208,1.0,46.0,0.41,66.0,-0.16,1.0,3.0,-59.0,0,0.0,0,1.0,5.0,2
1209,0.0,40.0,0.46,61.0,0.76,1.0,4.0,-54.0,0,0.0,0,1.0,4.0,2
1210,0.0,35.0,0.76,68.0,1.16,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
1211,0.0,42.0,0.81,69.0,1.17,1.0,2.0,-62.0,1,0.0,0,1.0,4.0,2
1212,0.0,34.0,-0.93,69.0,-1.28,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1213,0.0,33.0,0.29,67.0,0.32,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,2
1214,1.0,29.0,-0.62,69.0,-0.7,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1215,0.0,41.0,0.46,69.0,0.56,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1217,0.0,35.0,-1.19,67.0,-1.05,1.0,4.0,-65.0,0,0.0,0,1.0,3.0,2
1218,1.0,37.0,-0.8,69.0,-1.4,1.0,3.0,-62.0,0,0.0,0,1.0,6.0,2
1220,0.0,38.0,0.72,68.0,1.05,1.0,4.0,-66.0,0,0.0,0,1.0,4.0,2
1222,0.0,32.0,1.64,69.0,1.78,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
1223,0.0,37.0,-0.61,65.0,-0.67,1.0,3.0,-58.0,1,0.0,0,1.0,2.0,2
1224,0.0,33.0,0.0,69.0,-0.58,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1225,0.0,45.0,1.82,69.0,1.06,2.0,3.0,-62.0,0,1.0,0,1.0,5.0,2
1226,1.0,32.0,0.71,69.0,0.73,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
1227,0.0,42.0,-0.71,69.0,-0.47,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
1228,0.0,39.0,-0.49,69.0,-0.7,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1229,0.0,39.0,0.28,67.0,-0.04,1.0,3.0,-60.0,1,0.0,0,1.0,4.0,2
1230,0.0,37.0,-1.69,66.0,-1.26,1.0,4.0,-59.0,1,0.0,0,1.0,5.0,2
1231,0.0,45.0,2.22,65.0,1.96,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,2
1232,0.0,46.0,-0.19,68.0,-0.58,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
1233,0.0,37.0,0.02,64.0,-0.22,1.0,4.0,-57.0,1,0.0,0,1.0,3.0,2
1234,0.0,42.0,-1.99,66.0,-1.74,1.0,4.0,-59.0,1,0.0,0,1.0,5.0,2
1236,0.0,39.0,-0.18,68.0,-0.25,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
1237,0.0,35.0,-0.28,69.0,0.18,1.0,4.0,-62.0,1,0.0,0,1.0,2.0,2
1238,0.0,47.0,-0.49,69.0,-0.24,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
1239,1.0,32.0,-1.15,68.0,-1.25,1.0,3.0,-61.0,1,0.0,0,1.0,4.0,2
1240,0.0,39.0,-0.24,69.0,0.13,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1241,0.0,33.0,-0.88,69.0,-0.11,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1242,0.0,38.0,0.03,68.0,-0.24,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
1243,0.0,46.0,0.57,68.0,0.72,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
1245,0.0,44.0,-0.65,69.0,-0.29,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
1246,1.0,44.0,0.67,69.0,0.45,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
1247,0.0,38.0,0.35,69.0,-0.08,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
1248,1.0,28.0,-0.42,70.0,-0.77,1.0,3.0,-68.0,1,0.0,0,1.0,4.0,2
1249,0.0,31.5,-0.13,65.0,-0.21,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,2
1250,0.0,35.0,1.63,69.0,1.78,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,2
1251,0.0,30.0,0.11,67.0,-0.38,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,2
1252,0.0,35.0,-0.43,57.0,-0.55,1.0,4.0,-50.0,1,0.0,0,1.0,4.0,2
1253,0.0,46.0,0.35,68.0,0.09,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
1254,0.0,41.0,-0.16,69.0,0.23,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
1255,0.0,44.0,1.63,59.0,1.43,1.0,4.0,-52.0,0,0.0,0,1.0,4.0,2
1256,0.0,34.0,0.52,68.0,0.44,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,2
1257,1.0,28.0,-0.33,61.0,-0.01,1.0,2.0,-54.0,0,0.0,0,1.0,3.0,2
1258,0.0,41.0,0.37,67.0,0.49,1.0,3.0,-60.0,1,0.0,0,1.0,6.0,2
1260,0.0,40.0,-0.63,64.0,-0.31,1.0,3.0,-57.0,1,0.0,0,1.0,4.0,2
1262,0.0,44.0,0.61,68.0,0.6,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
1263,0.0,41.0,1.45,64.0,0.66,1.0,4.0,-57.0,0,0.0,0,1.0,4.0,2
1264,0.0,35.0,1.08,68.0,2.02,2.0,4.0,-66.0,1,1.0,0,1.0,3.0,2
1265,1.0,42.0,0.15,69.0,-0.18,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
1266,0.0,45.0,0.93,63.0,0.87,1.0,3.0,-56.0,0,0.0,0,1.0,6.0,2
1267,0.0,35.0,0.97,68.0,0.43,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,2
1268,0.0,36.0,-1.05,68.0,-1.07,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,2
1269,0.0,40.0,1.39,68.0,1.12,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
1271,1.0,30.5,-0.08,68.0,-0.54,1.0,2.0,-61.0,0,0.0,0,1.0,6.0,2
1272,0.0,30.0,0.04,68.0,-0.26,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,2
1273,1.0,29.0,-0.93,66.0,-1.42,2.0,2.0,-59.0,0,1.0,0,1.0,3.0,2
1274,1.0,21.0,-1.59,67.0,-1.43,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,2
